class,filename,ymax,xmax,ymin,xmin,width,height
Tibetan_mastiff,n02108551_5004.jpg,176,177,25,14,200,197
Boston_bull,n02096585_318.jpg,371,375,0,63,500,375
English_setter,n02100735_1103.jpg,356,465,34,0,500,397
Siberian_husky,n02110185_7044.jpg,377,315,73,122,500,398
Walker_hound,n02089867_2688.jpg,373,429,11,54,450,390
Lhasa,n02098413_3114.jpg,373,454,15,27,500,375
German_short-haired_pointer,n02100236_911.jpg,498,330,102,28,333,500
Pembroke,n02113023_591.jpg,365,499,123,297,500,375
German_short-haired_pointer,n02100236_686.jpg,345,499,91,2,500,375
Standard_poodle,n02113799_1328.jpg,497,281,15,13,294,500
Curly-coated_retriever,n02099429_2263.jpg,193,119,7,40,170,205
Siberian_husky,n02110185_9396.jpg,314,351,94,145,500,375
Staffordshire_bullterrier,n02093256_11023.jpg,284,199,9,0,217,285
Kerry_blue_terrier,n02093859_3036.jpg,430,489,14,74,575,450
Cardigan,n02113186_2911.jpg,295,486,48,82,500,375
Weimaraner,n02092339_5313.jpg,302,341,113,162,500,347
Labrador_retriever,n02099712_7749.jpg,374,499,17,162,500,375
Great_Dane,n02109047_22006.jpg,447,345,33,26,375,500
Welsh_springer_spaniel,n02102177_3917.jpg,285,377,77,93,500,333
Lhasa,n02098413_2607.jpg,327,408,45,78,500,375
Bloodhound,n02088466_4907.jpg,310,308,69,46,500,375
English_setter,n02100735_2051.jpg,330,499,35,107,500,333
Saluki,n02091831_2362.jpg,281,373,26,24,377,283
Walker_hound,n02089867_3335.jpg,281,315,17,21,340,290
Standard_schnauzer,n02097209_3589.jpg,498,370,97,0,375,500
Tibetan_terrier,n02097474_7609.jpg,320,499,0,0,500,342
Miniature_pinscher,n02107312_6580.jpg,374,436,0,100,500,375
Leonberg,n02111129_2718.jpg,260,413,112,148,500,333
Kerry_blue_terrier,n02093859_2227.jpg,257,330,16,11,340,276
Clumber,n02101556_1745.jpg,262,498,22,106,500,375
Black-and-tan_coonhound,n02089078_4331.jpg,347,302,20,144,500,375
Cairn,n02096177_10483.jpg,272,288,56,112,500,334
English_setter,n02100735_8454.jpg,373,498,0,55,500,375
Malamute,n02110063_15160.jpg,332,402,57,1,500,333
Standard_schnauzer,n02097209_2194.jpg,399,437,51,123,550,450
Malamute,n02110063_15163.jpg,223,294,81,158,500,250
Great_Pyrenees,n02111500_5042.jpg,296,431,138,272,500,375
Irish_terrier,n02093991_5067.jpg,498,421,43,13,423,500
Irish_wolfhound,n02090721_3470.jpg,367,292,12,16,325,400
Doberman,n02107142_5663.jpg,281,352,68,179,500,338
Brittany_spaniel,n02101388_96.jpg,332,436,19,54,500,333
Lhasa,n02098413_1268.jpg,274,499,72,107,500,333
Scotch_terrier,n02097298_4020.jpg,327,325,70,144,500,334
Staffordshire_bullterrier,n02093256_5711.jpg,365,331,48,161,500,375
Gordon_setter,n02101006_709.jpg,270,499,1,156,500,375
Irish_setter,n02100877_5229.jpg,498,351,137,78,373,500
Cocker_spaniel,n02102318_2919.jpg,331,495,54,173,500,333
Siberian_husky,n02110185_5973.jpg,280,302,70,126,500,375
Appenzeller,n02107908_5371.jpg,374,316,49,24,500,375
Pomeranian,n02112018_5560.jpg,328,429,44,145,500,375
Border_collie,n02106166_1452.jpg,236,414,87,74,500,342
Bull_mastiff,n02108422_4250.jpg,498,313,106,73,375,500
Maltese_dog,n02085936_11653.jpg,410,379,16,114,500,412
Scotch_terrier,n02097298_998.jpg,374,411,22,98,500,375
Dhole,n02115913_25.jpg,166,173,11,29,220,220
Malamute,n02110063_15727.jpg,440,192,241,77,375,500
Tibetan_terrier,n02097474_2104.jpg,303,309,44,175,500,333
Newfoundland,n02111277_1470.jpg,386,299,0,33,500,387
Standard_poodle,n02113799_911.jpg,394,460,11,63,500,395
Flat-coated_retriever,n02099267_2608.jpg,329,333,45,74,500,332
Dingo,n02115641_4830.jpg,374,499,48,90,500,375
Irish_wolfhound,n02090721_1865.jpg,445,281,166,137,375,500
Walker_hound,n02089867_2614.jpg,710,692,82,107,719,750
Komondor,n02105505_4248.jpg,484,346,43,51,350,498
Mexican_hairless,n02113978_553.jpg,498,330,15,7,334,500
Toy_terrier,n02087046_6166.jpg,305,360,59,168,500,333
Tibetan_mastiff,n02108551_660.jpg,331,400,12,85,500,375
Chihuahua,n02085620_730.jpg,367,347,134,177,500,375
Samoyed,n02111889_5474.jpg,373,490,54,138,500,375
Cocker_spaniel,n02102318_11445.jpg,374,499,58,63,500,375
Australian_terrier,n02096294_73.jpg,201,210,69,45,250,250
Italian_greyhound,n02091032_7499.jpg,422,229,103,47,333,500
Malamute,n02110063_7911.jpg,327,354,0,0,500,332
West_Highland_white_terrier,n02098286_6123.jpg,299,438,29,1,500,341
Wire-haired_fox_terrier,n02095314_1116.jpg,272,316,10,32,335,273
Ibizan_hound,n02091244_1917.jpg,597,275,38,21,400,675
Eskimo_dog,n02109961_6119.jpg,795,881,26,131,989,879
African_hunting_dog,n02116738_7537.jpg,193,293,29,19,300,199
Chesapeake_Bay_retriever,n02099849_1657.jpg,298,399,127,180,500,375
Appenzeller,n02107908_6751.jpg,332,496,24,134,500,334
Kerry_blue_terrier,n02093859_2834.jpg,242,286,5,20,300,243
Irish_wolfhound,n02090721_4309.jpg,257,255,99,178,500,333
Cairn,n02096177_4902.jpg,306,289,97,108,500,375
Newfoundland,n02111277_766.jpg,462,393,0,1,400,500
Chesapeake_Bay_retriever,n02099849_605.jpg,366,228,36,1,500,372
Staffordshire_bullterrier,n02093256_1505.jpg,357,423,34,169,500,375
Gordon_setter,n02101006_2316.jpg,352,450,8,17,500,354
Standard_schnauzer,n02097209_3811.jpg,228,251,60,88,324,255
Eskimo_dog,n02109961_2555.jpg,374,375,0,156,500,375
Border_terrier,n02093754_7552.jpg,282,334,81,0,500,375
Afghan_hound,n02088094_12563.jpg,446,464,72,135,500,472
Schipperke,n02104365_5411.jpg,303,394,70,73,500,333
Brittany_spaniel,n02101388_190.jpg,374,378,32,0,500,375
Schipperke,n02104365_6930.jpg,498,405,10,73,408,500
Wire-haired_fox_terrier,n02095314_3451.jpg,395,423,62,19,500,396
Black-and-tan_coonhound,n02089078_3615.jpg,142,184,6,0,240,180
American_Staffordshire_terrier,n02093428_19443.jpg,351,286,53,0,288,352
Kelpie,n02105412_5282.jpg,374,343,0,81,500,375
Flat-coated_retriever,n02099267_3044.jpg,186,153,9,12,181,200
Bedlington_terrier,n02093647_2698.jpg,175,183,21,2,184,184
Great_Pyrenees,n02111500_5618.jpg,373,377,63,67,500,375
Papillon,n02086910_865.jpg,438,303,73,91,375,500
Rhodesian_ridgeback,n02087394_8339.jpg,498,324,91,61,368,500
Airedale,n02096051_1277.jpg,332,361,36,80,500,333
Beagle,n02088364_10354.jpg,374,458,54,30,500,375
Ibizan_hound,n02091244_583.jpg,255,92,158,0,172,256
Norfolk_terrier,n02094114_1448.jpg,333,215,88,2,500,334
Malamute,n02110063_11431.jpg,248,298,157,205,500,333
Komondor,n02105505_914.jpg,205,278,16,3,297,230
Norwich_terrier,n02094258_1408.jpg,244,227,56,110,240,258
Standard_schnauzer,n02097209_4206.jpg,233,303,0,63,350,235
Tibetan_terrier,n02097474_3234.jpg,328,499,29,6,500,333
Collie,n02106030_17586.jpg,467,312,33,92,375,500
Dhole,n02115913_3270.jpg,258,285,128,128,500,375
Blenheim_spaniel,n02086646_4133.jpg,346,378,66,154,600,394
Shih-Tzu,n02086240_963.jpg,498,323,13,20,325,500
Chow,n02112137_6314.jpg,350,351,35,0,500,375
Pomeranian,n02112018_863.jpg,376,416,22,133,500,379
Miniature_schnauzer,n02097047_3579.jpg,373,498,1,54,500,375
Lakeland_terrier,n02095570_1445.jpg,298,277,120,146,500,331
Boxer,n02108089_12232.jpg,460,300,15,2,332,462
Yorkshire_terrier,n02094433_1868.jpg,353,331,115,56,333,500
Basset,n02088238_9486.jpg,343,480,198,260,500,375
Dhole,n02115913_2253.jpg,313,185,159,0,500,400
Afghan_hound,n02088094_13742.jpg,409,192,200,95,500,439
Kuvasz,n02104029_1435.jpg,498,242,150,0,325,500
Silky_terrier,n02097658_1270.jpg,480,323,227,148,375,500
Saint_Bernard,n02109525_6593.jpg,426,331,102,146,333,500
Pug,n02110958_11458.jpg,332,499,0,149,500,333
Papillon,n02086910_4623.jpg,498,331,72,0,333,500
English_setter,n02100735_8318.jpg,374,442,0,73,500,375
Malinois,n02105162_7847.jpg,331,498,0,136,500,332
Redbone,n02090379_601.jpg,265,325,124,129,500,333
Norfolk_terrier,n02094114_694.jpg,199,292,15,15,320,211
Schipperke,n02104365_481.jpg,90,146,8,18,200,150
Pekinese,n02086079_8826.jpg,265,498,14,133,500,267
Saluki,n02091831_256.jpg,348,499,43,126,500,349
Whippet,n02091134_15038.jpg,326,480,90,4,500,378
Sealyham_terrier,n02095889_4774.jpg,214,474,159,375,751,407
Chesapeake_Bay_retriever,n02099849_1234.jpg,374,363,33,95,500,375
American_Staffordshire_terrier,n02093428_12887.jpg,374,413,9,2,500,375
Blenheim_spaniel,n02086646_1246.jpg,243,397,2,4,400,246
Doberman,n02107142_11042.jpg,307,399,54,26,500,357
Gordon_setter,n02101006_561.jpg,274,198,7,43,220,275
Border_terrier,n02093754_4582.jpg,373,430,3,105,500,375
Dingo,n02115641_12709.jpg,332,343,135,0,500,333
Italian_greyhound,n02091032_745.jpg,317,353,77,131,500,375
Scottish_deerhound,n02092002_2097.jpg,498,373,181,182,375,500
Greater_Swiss_Mountain_dog,n02107574_266.jpg,457,315,43,76,375,500
Soft-coated_wheaten_terrier,n02098105_1396.jpg,250,226,132,147,500,375
Whippet,n02091134_10548.jpg,344,351,42,166,500,345
Chesapeake_Bay_retriever,n02099849_3619.jpg,244,264,179,139,500,375
Beagle,n02088364_17479.jpg,326,484,22,3,500,375
Italian_greyhound,n02091032_526.jpg,843,873,393,373,900,900
Bloodhound,n02088466_8105.jpg,369,343,61,111,500,375
American_Staffordshire_terrier,n02093428_11916.jpg,329,482,15,166,500,347
Curly-coated_retriever,n02099429_1504.jpg,308,243,3,1,244,309
Pembroke,n02113023_4024.jpg,355,360,1,1,373,500
Norfolk_terrier,n02094114_550.jpg,498,331,138,111,333,500
Dhole,n02115913_139.jpg,311,479,32,75,500,372
Papillon,n02086910_7998.jpg,498,243,86,0,332,500
Norwich_terrier,n02094258_2694.jpg,336,399,77,93,500,414
Schipperke,n02104365_1841.jpg,332,260,20,0,500,333
Dandie_Dinmont,n02096437_3925.jpg,353,522,41,68,550,368
Black-and-tan_coonhound,n02089078_482.jpg,279,304,54,62,343,296
Bouvier_des_Flandres,n02106382_152.jpg,224,299,1,0,300,225
Cocker_spaniel,n02102318_6105.jpg,333,449,0,2,500,334
Appenzeller,n02107908_2963.jpg,288,312,88,189,500,375
Brittany_spaniel,n02101388_3195.jpg,262,244,7,10,250,266
Pekinese,n02086079_4350.jpg,498,331,179,41,333,500
German_short-haired_pointer,n02100236_1828.jpg,243,150,41,7,203,244
Pomeranian,n02112018_249.jpg,310,358,143,164,500,428
Irish_water_spaniel,n02102973_2442.jpg,137,168,14,23,200,150
Shetland_sheepdog,n02105855_18293.jpg,179,154,14,3,160,180
Saluki,n02091831_843.jpg,448,322,107,57,363,500
Komondor,n02105505_1443.jpg,189,283,17,10,300,222
Lhasa,n02098413_5360.jpg,451,306,190,140,375,500
Irish_setter,n02100877_5925.jpg,374,429,48,271,500,375
Wire-haired_fox_terrier,n02095314_3189.jpg,175,127,7,0,136,180
Leonberg,n02111129_4423.jpg,481,331,58,83,333,500
Miniature_poodle,n02113712_10525.jpg,265,381,93,130,500,375
Dingo,n02115641_7549.jpg,413,350,18,11,375,500
Brittany_spaniel,n02101388_2737.jpg,373,289,121,76,500,375
Toy_terrier,n02087046_5541.jpg,375,321,46,15,500,376
Boxer,n02108089_995.jpg,356,499,0,0,500,357
Bedlington_terrier,n02093647_1621.jpg,332,336,36,7,500,333
Chow,n02112137_10605.jpg,332,474,24,73,500,333
Afghan_hound,n02088094_1841.jpg,301,387,43,125,400,316
Kerry_blue_terrier,n02093859_2514.jpg,263,291,30,22,292,292
Rottweiler,n02106550_8166.jpg,374,499,0,91,500,375
Basenji,n02110806_4167.jpg,312,433,3,88,500,331
Pomeranian,n02112018_2811.jpg,456,471,153,242,473,500
Soft-coated_wheaten_terrier,n02098105_1627.jpg,498,373,36,77,375,500
Pembroke,n02113023_3687.jpg,571,424,10,31,456,600
German_short-haired_pointer,n02100236_2854.jpg,498,373,212,0,375,500
Maltese_dog,n02085936_5466.jpg,341,307,85,149,500,375
Tibetan_mastiff,n02108551_9391.jpg,276,419,89,152,500,375
Keeshond,n02112350_10283.jpg,332,397,56,21,500,333
Basenji,n02110806_749.jpg,263,202,38,38,375,500
American_Staffordshire_terrier,n02093428_1482.jpg,268,233,3,0,250,270
Sussex_spaniel,n02102480_6283.jpg,652,498,385,218,500,729
Golden_retriever,n02099601_215.jpg,374,498,66,2,500,375
Komondor,n02105505_2992.jpg,371,409,7,170,500,375
Malinois,n02105162_6275.jpg,308,364,24,88,500,376
Cocker_spaniel,n02102318_1691.jpg,476,337,10,116,388,500
Papillon,n02086910_4609.jpg,332,413,84,26,500,333
Scotch_terrier,n02097298_8552.jpg,374,361,17,137,500,375
Eskimo_dog,n02109961_997.jpg,296,400,17,73,500,333
EntleBucher,n02108000_261.jpg,371,347,151,90,550,412
Sealyham_terrier,n02095889_1313.jpg,276,308,103,117,400,300
Bedlington_terrier,n02093647_2027.jpg,320,452,93,60,500,375
Pembroke,n02113023_2012.jpg,498,221,268,0,316,500
Briard,n02105251_7772.jpg,374,499,6,76,500,375
Flat-coated_retriever,n02099267_3087.jpg,498,373,87,0,375,500
Newfoundland,n02111277_3634.jpg,359,412,115,211,480,360
Pomeranian,n02112018_9861.jpg,475,476,22,120,500,497
Tibetan_mastiff,n02108551_2301.jpg,498,397,13,30,410,500
Soft-coated_wheaten_terrier,n02098105_845.jpg,498,467,6,28,498,500
Basenji,n02110806_6424.jpg,364,390,6,9,500,408
Groenendael,n02105056_4787.jpg,413,192,227,108,390,500
Papillon,n02086910_2897.jpg,475,387,31,66,399,500
Gordon_setter,n02101006_1308.jpg,358,442,109,39,500,375
Australian_terrier,n02096294_3899.jpg,227,269,2,98,500,335
Old_English_sheepdog,n02105641_5577.jpg,329,371,45,96,500,332
Bedlington_terrier,n02093647_2747.jpg,128,126,16,62,180,130
Border_terrier,n02093754_367.jpg,331,407,25,0,500,332
Dingo,n02115641_2513.jpg,379,385,16,13,500,381
Pekinese,n02086079_3832.jpg,382,348,42,2,375,500
Standard_poodle,n02113799_4946.jpg,410,478,0,0,500,412
Affenpinscher,n02110627_2748.jpg,313,447,11,43,500,375
Chihuahua,n02085620_10621.jpg,250,335,43,142,500,298
Bloodhound,n02088466_8575.jpg,420,471,28,48,500,432
Afghan_hound,n02088094_4464.jpg,285,444,129,280,500,334
Norwegian_elkhound,n02091467_3852.jpg,498,398,2,57,400,500
English_springer,n02102040_571.jpg,406,270,98,58,333,500
Shih-Tzu,n02086240_2077.jpg,436,498,35,0,500,500
Labrador_retriever,n02099712_3500.jpg,287,400,39,29,426,322
Pembroke,n02113023_292.jpg,374,210,17,41,500,375
Toy_terrier,n02087046_357.jpg,327,393,48,201,500,375
Schipperke,n02104365_6647.jpg,345,184,164,64,500,375
Pekinese,n02086079_3996.jpg,374,466,47,1,500,375
German_short-haired_pointer,n02100236_4288.jpg,598,688,204,304,800,600
Malinois,n02105162_3346.jpg,350,395,6,81,500,375
Komondor,n02105505_572.jpg,382,338,0,24,374,384
Irish_water_spaniel,n02102973_465.jpg,374,390,2,0,500,375
Border_collie,n02106166_5607.jpg,329,428,46,106,500,333
Samoyed,n02111889_4470.jpg,483,284,72,85,333,500
Cardigan,n02113186_10416.jpg,254,410,136,244,500,375
English_foxhound,n02089973_1763.jpg,499,503,16,30,520,512
Ibizan_hound,n02091244_678.jpg,477,248,33,36,339,500
Affenpinscher,n02110627_3972.jpg,448,219,137,73,333,500
Beagle,n02088364_13477.jpg,329,458,74,163,500,332
Welsh_springer_spaniel,n02102177_3374.jpg,150,156,35,62,320,213
Tibetan_mastiff,n02108551_2014.jpg,330,459,49,104,500,375
Toy_poodle,n02113624_5459.jpg,374,499,21,75,500,375
Walker_hound,n02089867_218.jpg,306,403,18,56,410,307
Soft-coated_wheaten_terrier,n02098105_637.jpg,299,413,43,6,500,375
Staffordshire_bullterrier,n02093256_10078.jpg,483,363,47,63,407,500
Beagle,n02088364_4493.jpg,218,304,117,182,500,381
Greater_Swiss_Mountain_dog,n02107574_1126.jpg,497,331,95,0,333,500
Sussex_spaniel,n02102480_8002.jpg,1269,804,6,31,808,1276
Norwich_terrier,n02094258_928.jpg,255,499,4,239,500,318
German_short-haired_pointer,n02100236_3871.jpg,246,291,41,40,300,271
Papillon,n02086910_3616.jpg,356,419,0,0,500,357
Brittany_spaniel,n02101388_6329.jpg,456,335,72,125,466,500
French_bulldog,n02108915_7608.jpg,387,385,34,34,500,432
Japanese_spaniel,n02085782_3420.jpg,181,209,27,0,210,210
Brabancon_griffon,n02112706_1306.jpg,790,589,25,0,600,850
Irish_water_spaniel,n02102973_879.jpg,570,798,67,9,800,600
Collie,n02106030_17679.jpg,331,362,70,62,500,332
Lhasa,n02098413_16322.jpg,323,405,47,116,500,333
EntleBucher,n02108000_1832.jpg,219,497,43,215,500,448
Collie,n02106030_17733.jpg,373,400,1,108,500,375
Basset,n02088238_9577.jpg,374,446,57,171,500,375
Kerry_blue_terrier,n02093859_3012.jpg,163,182,19,17,190,168
Weimaraner,n02092339_1796.jpg,332,348,2,174,500,333
Border_collie,n02106166_1128.jpg,332,499,0,45,500,333
Miniature_schnauzer,n02097047_5644.jpg,430,503,73,160,640,480
Bouvier_des_Flandres,n02106382_2021.jpg,176,175,6,15,184,184
Golden_retriever,n02099601_6194.jpg,269,330,46,25,360,281
Affenpinscher,n02110627_6069.jpg,222,241,9,39,300,226
Cardigan,n02113186_9807.jpg,311,266,80,110,500,375
Italian_greyhound,n02091032_1783.jpg,332,329,65,196,500,333
Cardigan,n02113186_11334.jpg,335,451,0,32,500,406
Otterhound,n02091635_979.jpg,220,217,10,12,225,225
Ibizan_hound,n02091244_2934.jpg,423,444,0,112,567,425
Bouvier_des_Flandres,n02106382_1123.jpg,191,250,15,67,300,200
Bedlington_terrier,n02093647_1101.jpg,343,499,59,31,500,344
Gordon_setter,n02101006_1934.jpg,373,466,1,23,500,374
Bluetick,n02088632_610.jpg,332,314,39,120,500,333
Greater_Swiss_Mountain_dog,n02107574_2662.jpg,476,331,0,67,333,500
Border_collie,n02106166_6569.jpg,105,130,9,0,240,134
Whippet,n02091134_3685.jpg,292,337,88,90,500,375
Cairn,n02096177_152.jpg,355,494,2,1,500,375
Chow,n02112137_5548.jpg,331,497,16,103,500,333
Bouvier_des_Flandres,n02106382_1486.jpg,195,178,21,12,183,196
Chow,n02112137_10792.jpg,498,348,0,0,375,500
Standard_poodle,n02113799_5704.jpg,149,167,13,20,190,168
Bouvier_des_Flandres,n02106382_2365.jpg,268,334,61,55,390,293
Kerry_blue_terrier,n02093859_1120.jpg,169,159,4,0,160,170
EntleBucher,n02108000_204.jpg,371,231,0,0,235,374
Saint_Bernard,n02109525_13146.jpg,271,335,20,38,360,287
Dandie_Dinmont,n02096437_1125.jpg,397,306,148,25,375,500
Kerry_blue_terrier,n02093859_3125.jpg,179,222,8,15,229,183
Beagle,n02088364_2652.jpg,294,465,13,122,500,295
Brittany_spaniel,n02101388_3673.jpg,212,244,153,126,500,375
English_foxhound,n02089973_1890.jpg,246,254,1,98,330,247
Black-and-tan_coonhound,n02089078_1668.jpg,349,318,30,36,349,350
Greater_Swiss_Mountain_dog,n02107574_2100.jpg,432,331,70,0,333,500
Affenpinscher,n02110627_6310.jpg,462,332,39,34,336,464
Beagle,n02088364_4070.jpg,341,380,69,125,500,375
Whippet,n02091134_15251.jpg,332,298,37,72,500,333
Cardigan,n02113186_5340.jpg,374,319,41,0,500,375
Shetland_sheepdog,n02105855_17893.jpg,217,481,114,174,500,333
Rhodesian_ridgeback,n02087394_1874.jpg,298,272,163,74,500,375
Flat-coated_retriever,n02099267_375.jpg,238,272,47,148,350,282
Saluki,n02091831_3616.jpg,255,457,99,246,500,375
Great_Pyrenees,n02111500_7218.jpg,268,446,49,120,500,375
Bull_mastiff,n02108422_2297.jpg,498,365,0,0,375,500
English_foxhound,n02089973_846.jpg,162,185,5,28,200,177
Scotch_terrier,n02097298_7639.jpg,312,240,63,32,500,375
Boston_bull,n02096585_2419.jpg,413,365,0,73,375,500
Bouvier_des_Flandres,n02106382_704.jpg,498,357,13,70,375,500
Affenpinscher,n02110627_10986.jpg,372,344,79,150,500,446
Collie,n02106030_18288.jpg,334,309,2,77,500,335
Japanese_spaniel,n02085782_172.jpg,143,199,22,19,200,150
Groenendael,n02105056_4102.jpg,498,355,50,1,357,500
Tibetan_terrier,n02097474_4085.jpg,374,357,52,119,500,375
Tibetan_terrier,n02097474_40.jpg,264,283,97,141,500,333
Brabancon_griffon,n02112706_1230.jpg,540,406,128,145,480,640
EntleBucher,n02108000_2464.jpg,255,334,55,193,493,329
Norwich_terrier,n02094258_1805.jpg,358,249,77,109,500,373
Newfoundland,n02111277_1298.jpg,328,400,34,0,500,333
Italian_greyhound,n02091032_658.jpg,315,288,97,47,374,316
Standard_schnauzer,n02097209_2347.jpg,332,311,5,0,500,333
Irish_wolfhound,n02090721_825.jpg,332,365,141,36,500,333
Cardigan,n02113186_2211.jpg,496,343,1,21,375,500
Wire-haired_fox_terrier,n02095314_2803.jpg,260,283,22,31,300,280
Flat-coated_retriever,n02099267_3900.jpg,209,223,15,44,225,225
Rhodesian_ridgeback,n02087394_3619.jpg,356,311,184,160,337,500
Eskimo_dog,n02109961_2964.jpg,380,221,79,11,312,468
Eskimo_dog,n02109961_4369.jpg,334,291,41,37,500,375
Pembroke,n02113023_186.jpg,219,457,64,168,500,333
Ibizan_hound,n02091244_1737.jpg,289,313,84,228,500,375
Walker_hound,n02089867_2743.jpg,384,309,44,35,336,385
Affenpinscher,n02110627_4457.jpg,248,216,36,2,250,250
Afghan_hound,n02088094_6372.jpg,264,483,124,348,500,305
Siberian_husky,n02110185_7413.jpg,320,303,75,177,500,332
Eskimo_dog,n02109961_2832.jpg,374,499,16,99,500,375
Afghan_hound,n02088094_60.jpg,498,373,57,12,375,500
Black-and-tan_coonhound,n02089078_2021.jpg,729,492,42,51,529,768
Eskimo_dog,n02109961_18009.jpg,480,478,50,15,486,500
Yorkshire_terrier,n02094433_3392.jpg,333,383,0,129,500,334
Shetland_sheepdog,n02105855_13611.jpg,246,292,164,214,500,375
Japanese_spaniel,n02085782_1855.jpg,401,362,17,47,421,405
EntleBucher,n02108000_1167.jpg,165,169,20,74,231,174
Maltese_dog,n02085936_6942.jpg,271,367,102,160,500,375
Miniature_schnauzer,n02097047_6203.jpg,276,312,142,179,500,375
Irish_setter,n02100877_151.jpg,368,335,77,3,500,375
Chihuahua,n02085620_11818.jpg,343,302,90,121,375,500
Samoyed,n02111889_2801.jpg,329,447,117,299,500,375
American_Staffordshire_terrier,n02093428_12590.jpg,315,438,9,120,500,333
French_bulldog,n02108915_3520.jpg,332,413,36,117,500,333
Miniature_poodle,n02113712_8708.jpg,408,471,64,40,500,411
Mexican_hairless,n02113978_2286.jpg,486,275,27,48,343,500
Great_Pyrenees,n02111500_7591.jpg,498,333,57,51,375,500
Scotch_terrier,n02097298_15004.jpg,335,383,3,104,500,375
Australian_terrier,n02096294_3595.jpg,133,163,11,48,200,134
Redbone,n02090379_1476.jpg,450,364,122,1,443,500
Curly-coated_retriever,n02099429_1405.jpg,360,486,67,128,500,375
Shetland_sheepdog,n02105855_17401.jpg,265,373,38,70,500,338
Boxer,n02108089_7456.jpg,250,321,135,201,500,357
English_springer,n02102040_1519.jpg,431,495,15,168,500,452
Briard,n02105251_6705.jpg,355,419,27,98,500,375
Cardigan,n02113186_3118.jpg,292,429,34,62,500,339
Pekinese,n02086079_4456.jpg,408,334,72,0,342,488
West_Highland_white_terrier,n02098286_3480.jpg,328,440,115,235,500,375
Chihuahua,n02085620_3877.jpg,498,331,17,0,333,500
Toy_terrier,n02087046_224.jpg,374,499,1,91,500,375
Samoyed,n02111889_5145.jpg,169,292,62,48,360,270
Clumber,n02101556_8168.jpg,435,281,53,33,334,500
Weimaraner,n02092339_4214.jpg,357,419,71,123,500,375
Silky_terrier,n02097658_4890.jpg,281,357,27,124,419,290
Collie,n02106030_15074.jpg,356,494,103,60,500,359
Pug,n02110958_16426.jpg,330,234,124,81,316,500
Toy_terrier,n02087046_5840.jpg,332,453,12,158,500,333
Schipperke,n02104365_1104.jpg,369,259,3,35,271,370
French_bulldog,n02108915_4160.jpg,358,438,18,74,500,386
Appenzeller,n02107908_2666.jpg,374,372,45,0,500,375
Tibetan_terrier,n02097474_1732.jpg,374,470,7,112,500,375
Tibetan_mastiff,n02108551_6100.jpg,363,473,135,1,500,375
African_hunting_dog,n02116738_10215.jpg,210,239,6,75,300,219
Weimaraner,n02092339_3409.jpg,373,418,22,106,500,375
Pekinese,n02086079_13647.jpg,374,390,80,87,500,375
Irish_water_spaniel,n02102973_1723.jpg,144,142,24,38,200,150
Miniature_schnauzer,n02097047_1482.jpg,332,313,35,159,500,333
Irish_water_spaniel,n02102973_3840.jpg,332,247,57,47,500,333
Chow,n02112137_10176.jpg,316,350,86,173,500,375
Groenendael,n02105056_3666.jpg,447,386,5,6,400,449
Border_terrier,n02093754_897.jpg,491,398,55,12,419,500
Beagle,n02088364_14369.jpg,364,260,70,59,500,375
Blenheim_spaniel,n02086646_1368.jpg,331,385,71,90,500,375
Wire-haired_fox_terrier,n02095314_398.jpg,162,277,3,144,292,202
Miniature_schnauzer,n02097047_5257.jpg,305,314,141,86,500,333
Pomeranian,n02112018_5738.jpg,486,332,5,56,375,500
Norwich_terrier,n02094258_2116.jpg,406,463,16,2,500,408
Pembroke,n02113023_894.jpg,493,303,147,81,375,500
Chesapeake_Bay_retriever,n02099849_857.jpg,498,276,145,0,375,500
Rottweiler,n02106550_8611.jpg,219,319,28,0,360,220
Boxer,n02108089_117.jpg,333,499,0,40,500,334
Irish_setter,n02100877_8800.jpg,374,355,74,0,500,375
Kuvasz,n02104029_3578.jpg,302,441,29,112,500,319
German_short-haired_pointer,n02100236_980.jpg,315,499,43,1,500,333
Standard_poodle,n02113799_2729.jpg,329,405,51,45,500,375
Weimaraner,n02092339_747.jpg,438,497,7,0,500,452
Tibetan_terrier,n02097474_6280.jpg,447,373,8,196,379,500
Whippet,n02091134_16420.jpg,291,367,73,4,500,358
Appenzeller,n02107908_1974.jpg,359,451,87,170,550,412
Tibetan_terrier,n02097474_32.jpg,467,324,78,56,368,500
Old_English_sheepdog,n02105641_4833.jpg,374,438,3,3,500,375
Miniature_pinscher,n02107312_4929.jpg,305,306,87,132,500,375
Redbone,n02090379_2003.jpg,374,499,3,105,500,375
Tibetan_terrier,n02097474_3661.jpg,365,489,27,0,500,366
Chihuahua,n02085620_9399.jpg,249,286,74,149,500,375
Cocker_spaniel,n02102318_9197.jpg,422,315,48,43,375,500
Sealyham_terrier,n02095889_4074.jpg,306,229,24,8,240,320
Vizsla,n02100583_3008.jpg,320,319,111,242,500,375
Yorkshire_terrier,n02094433_889.jpg,413,205,72,31,375,500
Schipperke,n02104365_6798.jpg,374,340,183,0,500,375
Shih-Tzu,n02086240_110.jpg,374,445,74,0,500,375
Bloodhound,n02088466_6984.jpg,249,169,11,11,187,252
Bluetick,n02088632_4590.jpg,220,263,29,41,272,221
Cardigan,n02113186_11685.jpg,259,312,163,171,500,374
Borzoi,n02090622_5524.jpg,298,388,94,131,400,314
